Geneid,Chr,Start,End,Strand,Length,Female_1,Female_2,Female_3,Female_4,Labium_1,Labium_2,Labium_3 ,Labium_4,Male_1,Male_2,Male_3 ,Male_4 ,MH_12 
gene5075,NC_035108.1;NC_035108.1,45170903;45171560,45171493;45171801,-;-,833,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5076,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,45177559;45194061;45209345;45210270;45210614;45213047,45178021;45194977;45210214;45210464;45212016;45213718,+;+;+;+;+;+,4520,2631,3331,2203,4887,952,843,959,1169,883,2029,481,4393,4098
gene5077,NC_035108.1;NC_035108.1,45213751;45223706,45214380;45224421,-;-,1346,930,0,778,752,293,444,374,451,0,0,0,0,0
gene5078,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,45225081;45225295;45232084;45232630,45225238;45225556;45232570;45233086,+;+;+;+,1364,263,2622,1258,1125,1196,1138,1342,1499,0,0,9,26,0
gene5079,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,45241465;45241885;45245941;45297336;45302373;45302682;45303326;45303583;45313472;45313975;45323627;45324801;45326874;45327200,45241865;45241902;45246488;45298385;45302619;45303241;45303346;45303696;45313908;45315227;45324734;45325173;45327137;45328252,+;+;+;+;+;+;+;+;+;+;+;+;+;+,7447,5536,4213,1429,2407,897,1323,1189,1130,2,4418,2209,2033,1645
gene5080,NC_035108.1;NC_035108.1;NC_035108.1,45342897;45343478;45362284,45343417;45343724;45362417,-;-;-,902,219628,195206,218402,183340,21171,31998,19098,19795,0,0,1446,62,163833
gene5081,NC_035108.1;NC_035108.1,45450018;45460957,45454404;45461332,-;-,4763,0,0,0,0,13,0,0,0,0,0,0,0,0
gene5082,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,45530841;45531729;45532152;45545360;45551405;45552052,45531449;45532083;45532344;45547222;45551578;45552648,+;+;+;+;+;+,3791,0,0,0,0,122,69,101,180,0,0,2,0,0
gene5083,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,45563506;45564026;45564228;45567705;45568076,45563933;45564162;45565028;45567744;45568596,+;+;+;+;+,1927,0,0,0,0,0,0,3,0,0,0,0,0,0
gene5084,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,45569343;45570195;45572909;45573772;45574001,45569863;45570234;45573707;45573908;45574314,-;-;-;-;-,1811,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5085,NC_035108.1;NC_035108.1,45576557;45580335,45578375;45580489,-;-,1974,130485,113399,98152,120368,188583,186063,186020,202190,94544,200523,217357,222152,148959
gene5086,NC_035108.1;NC_035108.1;NC_035108.1,45589640;45589978;45590164,45589897;45590105;45590646,+;+;+,869,3399,2134,4012,2999,1139,881,935,653,0,2460,1397,1087,0
gene5087,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,45601275;45601708;45617124;45627993;45628154;45628461,45601679;45602188;45617583;45628091;45628396;45629282,+;+;+;+;+;+,2510,9996,3496,7161,10880,3714,4731,4877,5234,12909,16500,5761,19586,13445
gene5088,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,45639950;45640360;45640914;45641027;45662179;45663158,45640289;45640589;45640969;45641311;45663100;45663309,-;-;-;-;-;-,1985,1414,1552,927,397,814,1327,897,1107,0,174,0,0,52
gene5089,NC_035108.1;NC_035108.1,45671178;45671893,45671830;45672327,+;+,1088,5657,6049,1969,6369,1466,1571,1822,1704,0,0,2947,0,2604
gene5090,NC_035108.1;NC_035108.1;NC_035108.1,45674248;45677381;45677623,45675577;45677475;45677732,-;-;-,1535,453,2,448,216,471,436,464,500,0,0,976,0,0
gene5091,NC_035108.1;NC_035108.1,45675095;45677381,45675577;45677616,-;-,719,0,0,25,0,10,13,12,8,0,0,0,0,0
gene5092,NC_035108.1;NC_035108.1;NC_035108.1,45686123;45697444;45698364,45686482;45698289;45699452,+;+;+,2295,16039,9174,7989,6335,16867,18105,15102,17572,2760,6655,6471,9823,18000
gene5093,NC_035108.1;NC_035108.1,45714349;45714499,45714434;45714766,+;+,354,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5094,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,45714602;45727469;45743062;45744334,45715279;45729604;45744215;45744519,-;-;-;-,4154,3116,3409,1051,2203,1439,1601,2285,2593,0,7,1984,323,0
gene5095,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,45750050;45751820;45752104;45761198;45761590,45750313;45751988;45752245;45761526;45762145,+;+;+;+;+,1460,1278,579,0,0,476,571,376,367,0,4624,27,2671,20
gene5096,NC_035108.1;NC_035108.1,45765815;45766168,45766095;45766732,+;+,846,0,0,0,0,1,0,7,2,0,0,0,0,0
gene5097,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,45785481;45785824;45786913;45787655,45785689;45785915;45787312;45788136,+;+;+;+,1183,2326,4580,2810,5427,2285,2395,1882,1859,0,3344,5252,964,5632
gene5098,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,45819624;45838334;45928610;45951087;45969018;45969503;45973199;45973366;45976169;45976738;45977151;45977621;45978748;45986176,45820993;45838549;45928766;45951208;45969038;45969526;45973291;45976105;45976473;45977092;45977560;45978682;45978911;45987488,+;+;+;+;+;+;+;+;+;+;+;+;+;+,8352,8688,11777,12069,6680,4728,5954,5316,5299,4389,16294,8265,18461,16317
gene5099,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,45988249;45997901;45998209;45998378,45989858;45998146;45998316;45998707,-;-;-;-,2294,959,25,1684,2,721,757,566,725,0,146,0,276,470
gene5100,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,46001926;46010739;46123345;46123834;46157653;46158651;46166428;46166796;46168481;46169095;46169499;46183361,46002503;46011214;46123727;46124028;46158119;46158927;46166730;46167116;46169030;46169435;46169693;46185726,+;+;+;+;+;+;+;+;+;+;+;+,6452,7166,7079,5155,6037,2231,2613,3084,3307,5408,8069,3913,6054,10998
gene5101,NC_035108.1;NC_035108.1,46064902;46065159,46065094;46065909,+;+,944,169,1,155,0,2,120,58,0,0,0,0,0,0
gene5102,NC_035108.1,46066036,46066107,-,72,0,0,0,0,0,0,1,0,0,0,0,0,0
gene5103,NC_035108.1,46067031,46067102,+,72,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5104,NC_035108.1,46068199,46068270,-,72,0,0,0,0,0,0,0,2,0,0,0,0,0
gene5105,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,46190252;46191813;46192240;46221604,46190768;46191962;46192401;46222255,-;-;-;-,1481,10188,4340,7272,15393,6457,5842,4808,6172,6,6611,6281,3561,14176
gene5106,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,46241595;46245409;46245630;46245893;46252006;46252425;46252640;46259594;46259800;46268826,46243784;46245564;46245834;46246922;46252193;46252583;46253535;46259736;46260225;46269419,-;-;-;-;-;-;-;-;-;-,5987,3294,4792,1941,590,951,1000,1086,1043,731,2289,303,1053,310
gene5107,NC_035108.1;NC_035108.1;NC_035108.1,46289152;46289623;46302036,46289312;46290516;46302520,+;+;+,1540,1307,3987,4379,1968,1405,952,1548,1529,0,1590,895,0,513
gene5108,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,46307992;46308157;46313836;46314309;46320560;46325169;46327466,46308079;46308196;46313942;46314394;46320640;46327394;46329467,+;+;+;+;+;+;+,4630,6487,3475,1914,5602,4680,6504,6187,9012,3424,995,3020,4725,3767
gene5109,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,46371726;46381519;46449992;46785968;46788364;46788625;46789060,46372124;46382650;46450723;46788304;46788560;46789003;46790208,+;+;+;+;+;+;+,6325,1621,425,1017,1307,8672,10631,11745,13569,459,2456,476,530,1125
gene5110,NC_035108.1,46649273,46649344,-,72,0,0,0,0,10,11,9,11,0,0,0,0,0
gene5111,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,46852914;46895649;46918847;46946804;46947005;46960006,46853147;46896256;46919682;46946944;46947160;46961243,+;+;+;+;+;+,3213,0,0,0,0,91,45,122,111,0,0,0,0,0
gene5112,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,47004237;47038974;47245686;47283931;47397370;47567162;47597613;47616420;47616664;47633550;47637486;47641155;47641505,47004437;47039299;47246520;47284351;47397520;47567319;47597685;47616587;47616862;47633800;47637570;47641445;47644489,+;+;+;+;+;+;+;+;+;+;+;+;+,6144,149,9,205,493,391,664,685,840,901,0,0,0,0
gene5113,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,47652230;47652576;47664796;47677823,47652501;47654146;47666339;47678463,+;+;+;+,4028,236,205,944,52,401,278,599,420,0,0,0,0,3
gene5114,NC_035108.1;NC_035108.1;NC_035108.1,47678389;47678693;47679299,47678613;47679237;47679614,-;-;-,1086,4412,2881,10611,6454,3916,4002,3896,4435,3,5066,7552,4832,8921
gene5115,NC_035108.1;NC_035108.1;NC_035108.1,47681943;47682194;47682371,47682126;47682311;47682557,-;-;-,489,0,0,0,0,5,0,3,0,0,0,0,0,0
gene5116,NC_035108.1;NC_035108.1,47687623;47688750,47688046;47689741,+;+,1416,1362,2728,422,746,690,1131,812,936,0,504,185,0,338
gene5117,NC_035108.1;NC_035108.1,47703985;47708722,47708624;47708871,-;-,4790,57,209,0,1004,285,395,289,300,0,0,0,0,1324
gene5118,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,47735903;47774873;47779530;47779719;47790334;47790448;47790850,47736589;47774930;47779617;47779930;47790385;47790786;47792750,+;+;+;+;+;+;+,3337,4244,1145,7743,7755,3331,2687,2885,3847,3208,2956,1593,3568,4626
gene5119,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,47801236;47801934;47802080;47802281;47846354;47846577;47846796;47847009;47847232,47801813;47802018;47802213;47802403;47846504;47846734;47846938;47847172;47847673,+;+;+;+;+;+;+;+;+,1978,256,0,524,100,99,156,156,165,0,0,86,0,0
gene5120,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,47814446;47826742;47839365;47844068,47816344;47827483;47839996;47844266,-;-;-;-,3472,1630,696,2146,701,1108,1306,1617,1832,150,1672,500,4578,328
gene5121,NC_035108.1;NC_035108.1,47849961;47850871,47850807;47851177,+;+,1154,0,0,0,1,3,8,2,9,0,211,1,3,0
gene5122,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,47853216;47858198;47859218;47867349;47871305;47871486,47854036;47858656;47860380;47867507;47871421;47872332,+;+;+;+;+;+,3566,0,0,83,145,27,28,1,55,0,0,0,0,1610
gene5123,NC_035108.1;NC_035108.1,47870658;47870720,47870694;47870755,+;+,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5124,NC_035108.1;NC_035108.1,47871172;47871230,47871208;47871265,+;+,73,0,0,0,0,3,3,0,2,0,0,0,0,0
gene5125,NC_035108.1;NC_035108.1,47934762;47934855,47934797;47934891,-;-,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5126,NC_035108.1;NC_035108.1,47935234;47935322,47935270;47935357,+;+,73,101,0,0,0,12,0,0,14,0,0,0,0,0
gene5127,NC_035108.1;NC_035108.1,47960638;47960719,47960674;47960754,+;+,73,0,0,0,0,0,0,0,5,0,0,0,0,0
gene5128,NC_035108.1;NC_035108.1,48000116;48024103,48000953;48026370,+;+,3106,5282,5596,9500,5626,1640,1358,1428,1856,9,1186,933,252,2878
gene5129,NC_035108.1,48071249,48071321,+,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5130,NC_035108.1,48103832,48103903,+,72,86,0,0,0,0,7,4,2,0,0,0,0,0
gene5131,NC_035108.1,48104340,48104412,-,73,0,0,0,0,0,0,2,0,0,0,0,0,0
gene5132,NC_035108.1,48120114,48120186,+,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5133,NC_035108.1,48132257,48132328,+,72,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5134,NC_035108.1,48143156,48143228,+,73,0,0,0,0,0,0,0,1,0,0,0,0,0
gene5135,NC_035108.1,48143313,48143384,-,72,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5136,NC_035108.1;NC_035108.1,48154744;48154819,48154780;48154854,+;+,73,0,0,0,0,0,0,1,6,0,0,0,0,0
gene5137,NC_035108.1;NC_035108.1,48155371;48155429,48155407;48155464,+;+,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5138,NC_035108.1;NC_035108.1;NC_035108.1,48155664;48161104;48161195,48158058;48161138;48161499,-;-;-,2735,596,568,431,743,254,383,387,347,760,798,398,0,0
gene5139,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,48162660;48164336;48164576;48164771,48164225;48164513;48164715;48165235,-;-;-;-,2349,0,0,0,0,1,0,0,0,0,0,0,0,0
gene5140,NC_035108.1;NC_035108.1;NC_035108.1,48175550;48186337;48197931,48176537;48186551;48198538,-;-;-,1811,0,0,0,0,62,28,48,145,0,0,0,0,0
gene5141,NC_035108.1,48175780,48175851,+,72,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5142,NC_035108.1,48224759,48224831,-,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5143,NC_035108.1,48225107,48225179,+,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5144,NC_035108.1,48225265,48225336,-,72,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5145,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,48235997;48236683;48243033;48243262;48244312;48255361;48433061;48433243;48537779;48622501;48663108,48236614;48236887;48243195;48244108;48244676;48256663;48433179;48436684;48538881;48623304;48663990,-;-;-;-;-;-;-;-;-;-;-,9852,2319,4500,2648,2909,1689,1777,1797,2106,828,6509,2709,4479,3330
gene5146,NC_035108.1;NC_035108.1,48256756;48256926,48256869;48258414,+;+,1603,0,1,0,53,670,7,675,0,0,0,0,0,0
gene5147,NC_035108.1;NC_035108.1,48269336;48269510,48269453;48271052,+;+,1661,0,3,0,0,897,0,466,31,0,0,6,0,198
gene5148,NC_035108.1;NC_035108.1,48270848;48272092,48272032;48272401,-;-,1495,0,0,0,0,122,61,40,85,0,0,0,0,0
gene5149,NC_035108.1;NC_035108.1,48276926;48278390,48278332;48278502,-;-,1520,0,0,0,0,780,356,453,273,0,0,0,0,0
gene5150,NC_035108.1;NC_035108.1,48290579;48291982,48291912;48292091,-;-,1444,0,132,14,42,423,298,564,273,0,0,0,2309,0
gene5151,NC_035108.1,48381707,48381778,+,72,2,0,0,0,6,0,0,1,0,0,0,0,0
gene5152,NC_035108.1,48382666,48382737,+,72,0,0,0,0,0,0,2,6,0,0,0,0,0
gene5153,NC_035108.1,48395952,48396024,+,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5154,NC_035108.1,48397181,48397252,-,72,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5155,NC_035108.1,48399376,48399447,-,72,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5156,NC_035108.1;NC_035108.1;NC_035108.1,48512829;48513084;48513640,48513025;48513579;48514022,+;+;+,1076,73,0,0,0,0,0,1,0,0,0,0,0,0
gene5157,NC_035108.1,48625386,48626475,+,1090,1,0,0,0,0,0,0,0,0,3,0,0,0
gene5158,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,48664740;48698869;48709998;48710325;48711939,48664848;48699193;48710266;48711796;48712141,+;+;+;+;+,2378,8652,1050,5325,13669,1259,1398,1673,1660,0,432,878,5432,7900
gene5159,NC_035108.1;NC_035108.1;NC_035108.1,48723250;48724079;48738194,48723683;48724118;48738332,-;-;-,613,366,126,1,0,8292,11197,6313,7158,0,0,297,1249,0
gene5160,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,48752096;48752814;48777436;48785385;48785698;48786800;48787105;48788300;48794204;48794466,48752777;48753283;48778023;48785633;48786740;48786972;48788240;48788473;48794386;48795282,+;+;+;+;+;+;+;+;+;+,5515,9,350,2068,0,747,1085,850,1469,1,7853,672,79,0
gene5161,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,48807601;48810619;48812052;48823808;48829140;48829391;48833484;48834313;48834502;48835167;48835602;48836177;48922066;48965728;48968135;48995523,48809560;48811757;48812696;48824245;48829330;48833425;48834147;48834314;48834590;48835258;48836105;48837048;48922372;48966172;48968363;48995633,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,11723,3082,3290,2150,3377,3162,3295,2666,4462,3646,17457,4058,2589,4893
gene5162,NC_035108.1,49066776,49068705,+,1930,171,250,0,0,104,101,104,162,0,0,0,0,0
gene5163,NC_035108.1;NC_035108.1;NC_035108.1,49073975;49075525;49076122,49074270;49076062;49076361,+;+;+,1074,6393,6587,4118,7685,5609,5468,5705,6158,731,2212,6735,737,9083
gene5164,NC_035108.1,49078208,49079081,-,874,2173,3669,6656,3906,2445,2042,1835,2086,0,9483,567,0,5197
gene5165,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,49102568;49107387;49107635;49116817;49118175;49123713;49124063,49104363;49107568;49108523;49117760;49119169;49123996;49124285,-;-;-;-;-;-;-,5313,0,0,0,0,6,5,7,119,0,983,0,0,0
gene5166,NC_035108.1;NC_035108.1;NC_035108.1,49124444;49124578;49124886,49124536;49124826;49125328,+;+;+,785,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5167,NC_035108.1;NC_035108.1,49138838;49151181,49140523;49151728,+;+,2234,375,138,131,5,386,438,347,378,0,0,164,37,2
gene5168,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,49156451;49159301;49159850;49167007;49201999;49207811,49159237;49159782;49160018;49167057;49204496;49208010,-;-;-;-;-;-,6187,1379,648,1061,861,762,656,1227,1425,0,28,0,0,0
gene5169,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,49223723;49229807;49230027;49230961,49224306;49229959;49230716;49231616,+;+;+;+,2083,200,985,1488,733,233,83,277,307,3580,0,1568,0,1525
gene5170,NC_035108.1;NC_035108.1;NC_035108.1,49242254;49243361;49243536,49243142;49243472;49243733,-;-;-,1199,565,1078,2544,178,187,239,348,329,4,0,0,528,0
gene5171,NC_035108.1;NC_035108.1;NC_035108.1,49251398;49251513;49251635,49251458;49251580;49252196,-;-;-,691,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5172,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,49252508;49268404;49268690;49268854;49269018;49269525;49270132;49270536,49252982;49268620;49268777;49268943;49269457;49269575;49270476;49271142,+;+;+;+;+;+;+;+,2313,3171,856,2660,3652,1536,1317,1133,1910,503,3522,0,22,5719
gene5173,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,49334809;49335582;49354333;49662575;50060346;50075095,49335510;49336141;49354451;49662732;50060615;50075677,-;-;-;-;-;-,2392,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5174,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,50104088;50108333;50126247;50126412,50104383;50108559;50126346;50127356,+;+;+;+,1568,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5175,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,50162834;50174853;50190750;50201321,50165088;50174912;50192976;50201460,-;-;-;-,4682,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5176,NC_035108.1,50214492,50216887,-,2396,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5177,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,50446057;50460552;50484454;50485088,50446204;50462620;50484601;50485208,-;-;-;-,2486,0,0,0,0,0,2,0,0,0,0,0,0,0
gene5178,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,50471302;50471480;50471669;50472445;50472682,50471421;50471607;50471977;50472622;50472998,+;+;+;+;+,1052,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5179,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,50524214;50525293;50525897;50533812;50535144,50524586;50525837;50526036;50533926;50535273,+;+;+;+;+,1303,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5180,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,50617120;50617910;50620745;50647555;50647950;50648119,50617292;50618057;50620811;50647693;50648048;50648134,-;-;-;-;-;-,642,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5181,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,50664151;50665328;50665627;50666369;50666692;50667455;50679654;50691672;50764535;50790640;50890550;50892374;50941740;50955598;51146226;51232801,50665233;50665560;50666303;50666626;50667387;50667645;50679826;50691830;50764771;50790728;50890654;50892499;50941876;50955784;51146888;51233846,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,6060,4632,2215,5047,9476,410,803,555,789,0,240,853,1,4996
gene5182,NC_035108.1;NC_035108.1,50752791;50752916,50752820;50753134,-;-,249,0,0,0,0,3,1,0,0,0,0,0,0,0
gene5183,NC_035108.1;NC_035108.1,50753303;50765863,50753663;50766372,+;+,871,0,0,0,0,5,3,1,1,0,0,0,0,0
gene5184,NC_035108.1;NC_035108.1,51274384;51275110,51275049;51275462,-;-,1019,21,0,60,0,12,9,2,22,0,0,0,0,0
gene5185,NC_035108.1;NC_035108.1,51298379;51299849,51299784;51300000,-;-,1558,0,0,51,0,0,5,0,0,0,0,0,0,0
gene5186,NC_035108.1;NC_035108.1,51307244;51309491,51309419;51309618,-;-,2304,0,0,0,0,0,17,30,20,0,0,0,0,0
gene5187,NC_035108.1;NC_035108.1,51358984;51361282,51359433;51361516,+;+,685,0,0,0,0,0,0,21,0,0,0,0,0,0
gene5188,NC_035108.1;NC_035108.1;NC_035108.1,51371381;51378144;51378339,51373033;51378276;51378884,+;+;+,2332,340,283,366,637,696,1068,897,1343,0,118,131,4,14
gene5189,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,51378745;51386959;51389542;51406067;51406596,51379312;51389342;51390215;51406524;51406734,-;-;-;-;-,4223,1319,1177,2439,1880,921,1207,922,1012,0,0,6,250,1910
gene5190,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,51495788;51548414;51591821;51592166;51596810;51597714,51496287;51548605;51592104;51592333;51597645;51598189,+;+;+;+;+;+,2456,13504,8811,8971,12838,29877,42073,44741,70106,0,1198,10690,11816,8352
gene5191,NC_035108.1;NC_035108.1,51546966;51547320,51547252;51548407,-;-,1375,0,0,0,207,141,273,113,155,0,0,213,0,3
gene5192,NC_035108.1;NC_035108.1,51607251;51608183,51608114;51608656,+;+,1338,0,0,0,0,1,0,0,1,0,0,0,0,0
gene5193,NC_035108.1;NC_035108.1,51627936;51658396,51628880;51659023,-;-,1573,858,1734,1732,2079,1655,2158,1781,2018,0,14,116,23,1874
gene5194,NC_035108.1;NC_035108.1;NC_035108.1,51637571;51638152;51639774,51638093;51639690;51640128,-;-;-,2417,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5195,NC_035108.1;NC_035108.1;NC_035108.1,51671461;51672787;51673808,51671713;51673741;51674053,+;+;+,1454,0,0,0,193,66,52,46,170,0,0,0,0,0
gene5196,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,51686910;51698386;51698534;51698812;51699632;51700059;51700523;51700716;51701176,51687333;51698465;51698751;51699576;51699985;51700445;51700655;51701120;51702488,+;+;+;+;+;+;+;+;+,4079,2300,676,696,1741,763,724,706,918,0,6371,0,100,3194
gene5197,NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1;NC_035108.1,51704272;51707602;51720669;51723377;51753383,51707542;51707926;51721191;51723701;51754103,-;-;-;-;-,5165,4067,4395,3218,3638,2042,2944,2458,2681,0,5865,1546,3778,4089
